institute code,institute_name,place,district_code,co_education,college_type,branch_code,branch_name,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_I_BOYS,SC_I_GIRLS,SC_II_BOYS,SC_II_GIRLS,SC_III_BOYS,SC_III_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,affiliated_to
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,21876,NA,49276,NA,35528,NA,21876,NA,25193,NA,24998,NA,21876,NA,93778,NA,36194,NA,135224,NA,31628,OU
STLW,(SATUANTOLENYO CMOOLLUESG)E OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,43333,NA,88222,NA,63632,NA,60116,NA,58279,NA,71854,NA,145646,NA,140389,NA,84749,NA,146563,NA,53677,OU
STLW,(SATUANTOLENYO CMOOLLUESG)E OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,64627,NA,109979,NA,86913,NA,64627,NA,69102,NA,87303,NA,149246,NA,147214,NA,92288,NA,147158,NA,88335,OU
STLW,(SATUANTOLENYO CMOOLLUESG)E OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,INF,INFORMATION TECHNOLOGY,NA,41276,NA,97991,NA,53693,NA,53431,NA,52651,NA,51775,NA,41276,NA,139656,NA,114038,NA,151574,NA,48511,OU
SUCE,"(UANUITVOERNSOITMY OCUOSL)LEGE OF ENGINEERING, HUSNABAD, SATAVAHANA UNIVERSITY",HUSNABAD,SDP,COED,UNIV,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),114138,114138,114138,128899,114138,134055,114138,114138,124406,130397,114138,114138,114138,114138,151234,151234,134437,138458,138091,138091,114138,135216,SHVU
SUCE,"UNIVERSITY COLLEGE OF ENGINEERING, HUSNABAD, SATAVAHANA UNIVERSITY",HUSNABAD,SDP,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,52060,52060,97773,119392,78118,97700,73440,73440,70764,70764,124923,124923,52060,52060,117990,117990,117180,117180,103271,103271,132856,132856,SHVU
SUCE,"UNIVERSITY COLLEGE OF ENGINEERING, HUSNABAD, SATAVAHANA UNIVERSITY",HUSNABAD,SDP,COED,UNIV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,92004,94404,129337,131172,134657,142892,92004,94404,111069,125141,92004,143345,92004,94404,147752,150439,147801,147801,150042,150042,130656,130656,SHVU
SUCE,"UNIVERSITY COLLEGE OF ENGINEERING, HUSNABAD, SATAVAHANA UNIVERSITY",HUSNABAD,SDP,COED,UNIV,INF,INFORMATION TECHNOLOGY,91596,91596,91596,91596,130803,130803,91596,91596,91596,91596,91596,140820,91596,91596,149303,149303,146818,146818,145686,151746,91596,91596,SHVU
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,CIV,CIVIL ENGINEERING,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,130749,149967,121445,121445,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,97369,97369,131403,134868,120782,134159,97369,97369,132932,132932,130628,130628,97369,141870,150172,150172,150743,150743,150903,150903,109953,109953,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),81443,81443,81443,106296,98865,127924,81443,81443,97058,102742,97010,97010,81443,81443,149459,149459,128465,128465,151480,151480,81443,127778,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86728,86728,134515,134515,135094,135094,86728,86728,122166,122166,86728,86728,86728,86728,86728,139914,86728,140885,142559,142559,86728,86728,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,MEC,MECHANICAL ENGINEERING,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH (AUTONOMOUS),HANAMKONDA,HNK,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),65647,94215,117162,117162,107338,109184,65647,94215,118037,121621,115513,115513,65647,94215,147264,149058,142681,149446,147032,147032,91178,110961,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH (AUTONOMOUS),HANAMKONDA,HNK,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,73343,73343,129560,129560,98123,108392,93048,93048,92725,92725,115313,115313,73343,116163,137490,144121,135781,135781,143549,150395,133472,133472,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH (AUTONOMOUS),HANAMKONDA,HNK,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),81695,81695,121037,133587,114120,121463,81695,109238,118930,118930,116984,118519,114547,114547,148198,149395,137645,149059,149023,151313,128594,128594,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH (AUTONOMOUS),HANAMKONDA,HNK,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99163,99163,99163,99163,133276,133276,99163,99163,132217,132217,115843,115843,105969,105969,146725,146725,150857,150857,148018,148018,99163,99163,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH (AUTONOMOUS),HANAMKONDA,HNK,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,125616,125616,125616,125616,141808,141808,125616,125616,145015,145015,125616,125616,125616,125616,125616,125616,125616,125616,151631,151631,125616,125616,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,79785,79785,113378,113378,134068,134068,123104,123104,108967,108967,113945,113945,141781,141781,151572,151572,135815,135815,145918,145918,79785,79785,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),82813,82813,115409,127941,94541,94541,82813,82813,98165,98165,125398,125398,82813,82813,98469,143334,150488,150488,150107,150107,82813,120063,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84997,84997,99075,106874,116285,119270,84997,120011,99017,99017,84997,123368,84997,145808,151140,151140,136744,136744,145609,145609,84997,84997,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,114130,114130,127529,127529,114130,135058,114130,114130,114130,114130,114130,114130,114130,114130,148042,148042,131372,131372,114130,114130,114130,114130,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,94346,94346,94346,140793,109394,151589,94346,94346,131019,131019,133606,133606,94346,94346,99991,114197,147579,147579,94346,139087,94346,94346,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,99119,99119,135228,135228,135027,135027,99119,99119,133614,133614,130515,130515,99119,99119,150611,150611,137201,137201,150916,150916,99119,115175,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,100116,100116,100116,123733,125749,125749,100116,100116,135177,135177,100116,127216,100116,100116,100116,142671,137453,137453,150753,150753,100116,100116,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),46542,46542,78212,103244,60594,60594,46542,46542,55440,55440,87651,87651,46542,46542,126836,127632,54080,87969,129223,141872,52610,52610,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,46413,46413,83650,94391,60754,61884,55971,55971,55730,55730,89664,117829,150268,150268,135162,135162,96362,99718,127843,140749,55616,55616,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),36434,36434,79829,80500,44674,51502,36434,36434,44472,50867,62538,102627,36434,36434,131960,131960,90939,90939,106564,142057,45577,45577,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63976,63976,125968,130799,81185,81185,121464,121464,76582,76582,113566,130844,145190,145190,144990,147948,129975,139895,139687,145901,72778,73710,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78442,78442,135444,135444,86547,86547,78442,78442,82639,84707,94921,94921,78442,78442,144528,145519,78442,139460,129226,149037,91919,102464,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,56253,56253,102069,104858,68791,68872,56253,56253,66146,66146,97531,119835,56253,56253,139417,145300,116868,116868,136509,142316,61515,61515,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,CIV,CIVIL ENGINEERING,53696,73897,109452,109452,96769,104771,53696,73897,80960,80960,53696,73897,53696,73897,136053,136053,125293,125293,112810,112810,92319,110168,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),36792,38021,73246,87350,48797,50545,64149,64149,46853,46890,63930,102376,136027,136027,113769,129544,82581,93135,114181,130295,42911,42911,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,32743,32743,66087,78405,44971,46481,42434,42434,42337,42337,59929,81636,151207,151207,98427,98427,71656,71656,83195,95472,39914,39914,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),33737,33737,72127,76567,45173,45650,42200,58697,41868,41868,53852,97755,138831,149863,102661,121623,75874,79037,93132,126421,40717,41489,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45943,48468,94381,103757,59569,64427,45943,76484,59307,59307,104566,123083,141649,141649,136162,137995,104425,104425,127939,137411,57963,57963,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,57535,57535,57535,120647,73725,88325,76805,76805,72885,72885,123072,123072,57535,57535,102852,118816,116650,116650,113525,113525,83685,83685,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,45926,45926,87161,92781,58700,58700,45926,53011,53795,53795,73465,104227,128972,128972,127220,135793,97434,97862,116988,138884,49517,49517,JNTUH
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING (AUTONOMOUS),KAZIPET,HNK,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,82587,82587,127468,127468,101063,101063,82587,82587,109609,109609,131878,131878,82587,111159,144420,146941,144971,147826,148993,151342,117883,117883,JNTUH
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING (AUTONOMOUS),KAZIPET,HNK,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),81130,81130,121607,125456,120299,120299,123614,123614,116819,116951,86819,128115,81130,81130,151227,151227,142277,142277,118808,149808,132096,132096,JNTUH
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING (AUTONOMOUS),KAZIPET,HNK,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51877,112505,51877,112505,51877,112505,51877,112505,134039,134039,51877,112505,51877,112505,151472,151472,148300,148300,51877,150944,51877,112505,JNTUH
TRRM,TRR COLLEGE OF TECHNOLOGY,MEERPET,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,57332,57332,114640,118201,82659,82659,57332,57332,75379,79935,97006,123722,57332,57332,137064,137064,118309,130754,137137,140495,76684,76684,JNTUH
TRRM,TRR COLLEGE OF TECHNOLOGY,MEERPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,64512,64512,114979,118771,93420,93420,87089,87089,84301,86442,124020,133296,150350,150350,146863,147243,136704,141716,141630,148489,97121,97121,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,CIV,CIVIL ENGINEERING,101202,114285,144793,144793,145182,145676,101202,146267,148437,148437,148713,148713,101202,143677,143405,143408,148583,148583,146259,148146,101202,114285,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),67515,67515,133244,133381,92278,92278,86279,86279,88700,88700,120555,132511,144494,144494,136244,136244,136228,143044,136857,141742,124615,124615,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,55501,55501,117927,127364,77660,77660,73864,73864,73397,73397,96365,96365,148479,148479,135543,138436,116371,130152,139623,141290,92128,92128,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),61260,61260,135056,135056,90397,90397,61260,75363,84601,85759,127512,127512,61260,141177,140808,140808,139627,141782,143561,144737,119921,119921,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71578,71578,122959,122959,99327,102491,74805,74805,96058,96058,118444,118444,96545,96545,137529,137529,137331,141679,146583,149331,128939,128939,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,94824,98080,134121,134121,139113,139113,120426,120426,128159,128755,132045,132045,137735,137735,137402,137402,142813,142813,143934,151639,133597,133597,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WGL,COED,PVT,MEC,MECHANICAL ENGINEERING,110567,110567,146135,146135,149539,149539,110567,110567,151145,151145,110567,110567,110567,110567,143960,143960,148906,148906,146978,146978,110567,110567,JNTUH
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,CIV,CIVIL ENGINEERING,20195,20195,58680,84608,33252,38194,57292,57292,27633,34742,36016,36016,116931,116931,62306,80136,37421,51523,46777,46777,30551,33005,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,1535,1854,4317,4575,2435,2863,1535,11007,2299,2786,4804,5616,1535,21970,11610,12030,7913,7913,13372,14190,1958,2356,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1733,1963,4550,6032,2502,3098,11382,11382,2363,3022,5303,7283,17723,17723,9233,13470,8025,8025,13570,16569,2125,2486,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,4530,5237,11913,15052,6170,7366,14318,14318,6578,8349,14826,14826,35918,35918,25693,27449,12104,19468,26268,29015,5677,6188,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,9288,12098,35627,36669,15308,21231,9288,12098,12719,16996,9288,60843,9288,12098,37418,37418,26817,26817,29568,31077,12798,14620,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,INF,INFORMATION TECHNOLOGY,3786,3863,13065,13522,4956,5054,3786,19349,5323,5574,7155,14665,28987,44637,21118,22484,15916,15916,24568,26782,4284,4576,OU
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,MEC,MECHANICAL ENGINEERING,16995,26911,45481,45828,32518,43930,57173,57173,24852,39376,27093,27093,16995,26911,73099,134011,30355,45117,49549,78981,26291,32127,OU
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,48495,52747,84066,84066,67471,71997,48495,52747,69328,69328,48495,57318,48495,52747,120521,127195,110129,110129,112542,122912,74708,74708,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,28078,28801,55044,55044,35965,41521,28078,28801,35089,35089,62735,62735,28078,28801,91334,125880,67329,90242,95542,115458,29753,30614,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),24257,25351,49243,53562,33277,33277,24257,25351,31647,31647,51265,78667,24257,129852,82804,91629,64586,83384,85373,98777,28455,28455,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),23084,23588,48006,53047,31860,31860,23084,119917,28874,28874,47398,71859,138714,138714,77639,84776,53816,56931,81795,88741,27183,27183,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,19150,19150,40252,46915,27237,27386,59114,68748,26344,26344,46564,59583,116824,140348,72752,72752,43961,43961,72761,82182,23486,23486,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),19608,19608,44340,44340,27647,27647,53798,53798,26322,27118,43743,68667,117887,117887,68482,73909,52847,55632,79520,81736,23620,23620,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30979,30979,71131,71131,44569,44569,67175,131045,44919,44919,71395,102857,148312,148312,111190,116445,68767,74135,95733,125380,38773,38773,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,47030,50651,100627,128558,59539,59539,47030,50651,56007,56007,91859,91859,47030,50651,131259,136682,71713,71713,122540,140588,69454,69454,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,27737,27737,61889,61889,40547,40547,129173,129173,35863,39245,67397,67397,151088,151088,107673,125503,66426,66426,97943,116196,33008,33008,JNTUH
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,48087,62231,48087,109993,73184,120731,48087,62231,71673,71673,97901,97901,48087,62231,123424,137286,67935,137115,133911,133911,48087,129135,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,99573,111195,144287,144314,144743,144883,99573,111195,145273,146595,147698,147756,99573,111195,148977,150827,139868,139868,143407,143407,99573,111195,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44700,44700,104351,112412,67316,67316,60873,60873,60377,74776,116782,131043,108377,108377,136359,138297,50236,50236,115136,148800,70194,70194,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,40116,49092,95447,95447,63490,63490,40116,49092,53790,60793,77148,122970,40116,49092,128650,136448,76317,76317,104151,138332,62828,66417,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),36616,41151,92901,109895,65188,65188,59752,59752,54455,65783,103107,103107,36616,41151,114814,138966,66659,113499,116495,116495,64788,64788,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51354,53800,112105,112105,67984,83780,83156,83156,80073,80073,51354,90509,136182,136182,119414,139475,127407,132590,136599,146434,79855,92720,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,67829,67829,104552,104552,83586,107415,67829,67829,94645,116019,112626,112626,67829,67829,144765,144765,126556,134359,139882,139882,84792,124657,JNTUH
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,87443,87443,117916,117916,115125,121169,87443,87443,101123,101123,87443,122584,87443,87443,151235,151235,95151,95151,143717,149105,87443,87443,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,31916,31916,77227,77227,48097,48097,31916,102598,44604,44604,65942,65942,114221,114221,110804,110804,52341,109284,98817,98817,40896,40896,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,CIV,CIVIL ENGINEERING,36888,103085,134971,134971,67810,104067,36888,103085,79475,123107,36888,103085,36888,103085,93236,103085,130308,130308,70190,141663,36888,119575,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),36748,36748,74716,79266,48759,50198,104983,104983,45658,45658,72239,72239,36748,131574,129591,129591,100577,105542,137051,147721,40881,40881,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,28151,28151,65644,65644,37335,37335,63463,63463,38583,39933,56614,56614,96445,96445,92040,92040,86262,89281,112469,137846,34316,34316,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),32924,32924,68641,73068,42241,42241,32924,111792,43253,43253,60629,60629,32924,112159,113678,113678,89325,98523,132981,145234,36733,36733,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45685,45685,100139,100139,53507,60304,58247,58247,58152,58152,93649,101356,137950,137950,137685,142827,109802,109802,138464,149460,49496,50732,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,54417,75130,126688,129262,89486,89486,79411,79411,78409,80194,64646,130811,139772,139772,138431,138431,123066,123066,94362,140081,67338,95755,JNTUH
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),DESHMUKHI,YBG,COED,PVT,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,64620,64620,64620,64620,72458,77429,71329,71329,64620,92186,111444,111444,64620,64620,136303,136303,64620,124789,123447,123447,73697,73697,JNTUH
